,MOFname,cp,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,edge_smile
11,bnn_N383_edge107618,0.8656148395922946,[:0isocyanate][C][C][=C][Branch][N][Branch][C][=C][Branch][C][Branch][:0isocyanate][pop][Branch][:0isocyanate][pop][Ring1][=Branch][pop][FrH0][pop][:0isocyanate][pop][FrH0][pop],[O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C],bnn,"[14, 61, 61, 52, 60, 65, 60, 61, 52, 60, 61, 60, 14, 72, 60, 14, 72, 68, 51, 72, 64, 72, 14, 72, 64, 72]",26,[O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][bnn],"[48, 22, 20, 22, 34, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 55, 54, 22, 4, 70]",43,[:0isocyanate][C][C][=C][Branch][N][Branch][C][=C][Branch][C][Branch][:0isocyanate][pop][Branch][:0isocyanate][pop][Ring1][=Branch][pop][FrH0][pop][:0isocyanate][pop][FrH0][pop][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][bnn],"[18, 75, 75, 58, 74, 101, 74, 75, 58, 74, 75, 74, 18, 148, 74, 18, 148, 110, 57, 148, 89, 148, 18, 148, 89, 148, 8, 104, 75, 72, 75, 90, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 111, 110, 75, 6, 127]",71,O=C=NC1=C([Fr])N(N=C=O)C=C([Fr])C1(N=C=O)N=C=O
12,utk_N485_edge49280,0.8844665308417051,[:0nitrile][C][N][N][C][Branch][N][=C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],[Fr][C][=C][Branch1][C][C][N][N][Branch2][Ring2][#Branch1][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2][C],utk,"[17, 61, 65, 65, 61, 60, 65, 52, 60, 64, 72, 68, 60, 72, 64, 72]",16,[Fr][C][=C][Branch1][C][C][N][N][Branch2][Ring2][#Branch1][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2][C][&&][utk],"[34, 22, 7, 20, 22, 22, 45, 45, 21, 55, 1, 28, 45, 45, 20, 8, 22, 5, 6, 7, 20, 22, 34, 22, 54, 5, 22, 22, 28, 45, 45, 20, 8, 22, 5, 6, 7, 20, 22, 34, 22, 54, 5, 22, 22, 28, 55, 54, 20, 22, 55, 54, 6, 22, 4, 101]",56,[:0nitrile][C][N][N][C][Branch][N][=C][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][Fr][C][=C][Branch1][C][C][N][N][Branch2][Ring2][#Branch1][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2][C][&&][utk],"[21, 75, 101, 101, 75, 74, 101, 58, 74, 89, 148, 110, 74, 148, 89, 148, 8, 90, 75, 58, 72, 75, 75, 101, 101, 73, 111, 1, 82, 101, 101, 72, 59, 75, 55, 56, 58, 72, 75, 90, 75, 110, 55, 75, 75, 82, 101, 101, 72, 59, 75, 55, 56, 58, 72, 75, 90, 75, 110, 55, 75, 75, 82, 111, 110, 72, 75, 111, 110, 56, 75, 6, 159]",74,N#CN1NC([Fr])N=C1[Fr]
13,lon_N461_edge149201,0.8234064794921899,[O][S][=C][Branch][N][N][C][Branch][C][Ring1][=Branch][pop][FrH0][pop][FrH0],[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N],lon,"[66, 71, 52, 60, 65, 65, 61, 60, 61, 68, 51, 72, 64, 72, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lon],"[48, 7, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 54, 8, 4, 84]",35,[O][S][=C][Branch][N][N][C][Branch][C][Ring1][=Branch][pop][FrH0][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][lon],"[104, 113, 58, 74, 101, 101, 75, 74, 75, 110, 57, 148, 89, 148, 89, 8, 104, 58, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 110, 59, 6, 141]",52,OS1=C([Fr])NNC([Fr])C1
14,lcy_N375_edge22038,0.6247382839221294,[Br][C][Branch][C][Branch][C][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][Br][pop][FrH0],[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N],lcy,"[59, 61, 60, 61, 60, 61, 52, 49, 68, 64, 72, 72, 59, 72, 64]",15,[Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][lcy],"[34, 22, 48, 23, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 48, 22, 20, 22, 34, 48, 23, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 48, 55, 55, 8, 4, 83]",89,[Br][C][Branch][C][Branch][C][=C][:=0methyl_amine][Ring1][FrH0][pop][pop][Br][pop][FrH0][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][lcy],"[71, 75, 74, 75, 74, 75, 58, 53, 110, 89, 148, 148, 71, 148, 89, 8, 90, 75, 104, 76, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 104, 75, 72, 75, 90, 104, 76, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 104, 111, 111, 59, 6, 140]",106,BrC([Fr])C(Br)C=C=NC[Fr]
15,rob_N379_edge129114,0.8141029389334292,[:0methyl_amine][Ring1][C][Branch][:3pyridine][Branch][FrH0][pop][Ring1][:1methyl_amine][pop][pop][=C][FrH0][pop],[O][Tb][Branch2][Branch1][Branch1][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][C][O][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][O],rob,"[16, 68, 61, 60, 41, 60, 64, 72, 68, 29, 72, 72, 52, 64, 72]",15,[O][Tb][Branch2][Branch1][Branch1][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][C][O][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][O][&&][rob],"[48, 60, 21, 20, 20, 48, 22, 20, 22, 34, 48, 60, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 20, 6, 48, 22, 20, 22, 34, 48, 54, 49, 20, 22, 48, 48, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 48, 4, 94]",71,[:0methyl_amine][Ring1][C][Branch][:3pyridine][Branch][FrH0][pop][Ring1][:1methyl_amine][pop][pop][=C][FrH0][pop][.][O][Tb][Branch2][Branch1][Branch1][O][C][Branch1][C][Fr][O][Tb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][C][O][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][O][&&][rob],"[20, 110, 75, 74, 45, 74, 89, 148, 110, 33, 148, 148, 58, 89, 148, 8, 104, 117, 73, 72, 72, 104, 75, 72, 75, 90, 104, 117, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 72, 56, 104, 75, 72, 75, 90, 104, 110, 105, 72, 75, 104, 104, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 104, 6, 152]",88,NCC(=C[Fr])c1cncc([Fr])c1CN
16,lvt-a_N245_edge21562,0.7637436638761397,[O][C][N][Branch][C][Branch][C][Branch][C][Branch][O][pop][Branch][O][pop][Ring1][Branch][pop][Branch][O][pop][O][pop][FrH0][pop][FrH0],[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2],lvt-a,"[66, 61, 65, 60, 61, 60, 61, 60, 61, 60, 66, 72, 60, 66, 72, 68, 60, 72, 60, 66, 72, 66, 72, 64, 72, 64]",26,[Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][lvt-a],"[34, 22, 48, 59, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 55, 48, 54, 21, 48, 22, 20, 22, 34, 48, 54, 2, 4, 85]",29,[O][C][N][Branch][C][Branch][C][Branch][C][Branch][O][pop][Branch][O][pop][Ring1][Branch][pop][Branch][O][pop][O][pop][FrH0][pop][FrH0][.][Fr][C][O][Sm][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][&&][lvt-a],"[104, 75, 101, 74, 75, 74, 75, 74, 75, 74, 104, 148, 74, 104, 148, 110, 74, 148, 74, 104, 148, 104, 148, 89, 148, 89, 8, 90, 75, 104, 116, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 111, 104, 110, 73, 104, 75, 72, 75, 90, 104, 110, 2, 6, 142]",57,OC1N([Fr])C([Fr])C(O)(O)C1(O)O
17,bcg_N348_edge199378,0.9489230557761944,[FrH0][:0benzene][Ring1][N][:0benzene][Ring2][:0methyl][pop][Ring1][FrH0][pop][Ring1][:0methyl][pop][pop],[Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1],bcg,"[64, 9, 68, 65, 9, 69, 15, 72, 68, 64, 72, 68, 15, 72, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,[Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],"[34, 22, 48, 33, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 1, 21, 5, 20, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 21, 55, 8, 48, 33, 20, 20, 48, 55, 54, 54, 20, 6, 48, 22, 20, 22, 34, 48, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 48, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 55, 48, 55, 55, 22, 48, 55, 54, 3, 48, 22, 20, 22, 34, 48, 55, 55, 20, 4, 68]",98,[FrH0][:0benzene][Ring1][N][:0benzene][Ring2][:0methyl][pop][Ring1][FrH0][pop][Ring1][:0methyl][pop][pop][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],"[89, 13, 110, 101, 13, 111, 19, 148, 110, 89, 148, 110, 19, 148, 148, 8, 90, 75, 104, 88, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 1, 73, 55, 72, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 73, 111, 59, 104, 88, 72, 72, 104, 111, 110, 110, 72, 56, 104, 75, 72, 75, 90, 104, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 104, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 111, 104, 111, 111, 75, 104, 111, 110, 4, 104, 75, 72, 75, 90, 104, 111, 111, 72, 6, 125]",115,CCc1cc(Nc2ccccc2[Fr])cc(CC)c1[Fr]
18,neb_N109_edge91049,0.721045366710654,[O][C][Branch][C][Branch][C][Branch][C][=Branch][=C][Branch][FrH0][pop][S][pop][S][pop][S][pop][Branch][O][FrH0][pop][S][pop][S],[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],neb,"[66, 61, 60, 61, 60, 61, 60, 61, 51, 52, 60, 64, 72, 71, 72, 71, 72, 71, 72, 60, 66, 64, 72, 71, 72, 71]",26,[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],"[48, 7, 20, 22, 34, 48, 39, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 89]",37,[O][C][Branch][C][Branch][C][Branch][C][=Branch][=C][Branch][FrH0][pop][S][pop][S][pop][S][pop][Branch][O][FrH0][pop][S][pop][S][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][neb],"[104, 75, 74, 75, 74, 75, 74, 75, 57, 58, 74, 89, 148, 113, 148, 113, 148, 113, 148, 74, 104, 89, 148, 113, 148, 113, 8, 104, 58, 72, 75, 90, 104, 95, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 146]",65,OC(S)C(S)(O[Fr])C(S)C(S)=C(S)[Fr]
19,dia-f_N682_edge179298,0.5981736634169023,[Cl][C][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Cl][pop][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][Cl][pop][N][Cl][pop][C],[O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],dia-f,"[62, 61, 60, 61, 60, 64, 72, 60, 62, 72, 62, 72, 52, 71, 60, 61, 60, 61, 60, 64, 72, 62, 72, 65, 62, 72, 61]",27,[O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia-f],"[48, 62, 20, 22, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 5, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 75]",35,[Cl][C][Branch][C][Branch][FrH0][pop][Branch][Cl][pop][Cl][pop][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][Cl][pop][N][Cl][pop][C][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][dia-f],"[79, 75, 74, 75, 74, 89, 148, 74, 79, 148, 79, 148, 58, 113, 74, 75, 74, 75, 74, 89, 148, 79, 148, 101, 79, 148, 75, 8, 104, 119, 72, 75, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 55, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 132]",64,C[SH](C=C(Cl)C(Cl)(Cl)[Fr])C(NCl)C(Cl)[Fr]
20,cag_N381_edge143873,0.797237512312482,[FrH0][N][C][Branch][S][Branch][:1alkyne][pop][=C][Branch][FrH0][pop][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][C][Branch][:1alkyne][pop][Ring1][S][pop][:1alkyne],[O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring2][#Branch2],cag,"[64, 65, 61, 60, 71, 60, 23, 72, 52, 60, 64, 72, 61, 60, 23, 72, 60, 23, 72, 61, 60, 23, 72, 68, 71, 72, 23]",27,[O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring2][#Branch2][&&][cag],"[48, 7, 20, 22, 34, 48, 64, 20, 1, 48, 22, 20, 22, 34, 9, 21, 20, 55, 48, 22, 20, 22, 34, 48, 64, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 6, 48, 22, 45, 22, 22, 45, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 45, 22, 22, 45, 54, 20, 48, 22, 20, 22, 34, 48, 55, 55, 2, 4, 71]",90,[FrH0][N][C][Branch][S][Branch][:1alkyne][pop][=C][Branch][FrH0][pop][C][Branch][:1alkyne][pop][Branch][:1alkyne][pop][C][Branch][:1alkyne][pop][Ring1][S][pop][:1alkyne][.][O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring2][#Branch2][&&][cag],"[89, 101, 75, 74, 113, 74, 27, 148, 58, 74, 89, 148, 75, 74, 27, 148, 74, 27, 148, 75, 74, 27, 148, 110, 113, 148, 27, 8, 104, 58, 72, 75, 90, 104, 121, 72, 1, 104, 75, 72, 75, 90, 60, 73, 72, 111, 104, 75, 72, 75, 90, 104, 121, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 56, 104, 75, 101, 75, 75, 101, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 101, 75, 75, 101, 110, 72, 104, 75, 72, 75, 90, 104, 111, 111, 2, 6, 128]",119,C#CC1N([Fr])C(C#C)C(C#C)(C#C)C([Fr])=S1C#C
