MOFname,edge_group_selfie,node_selfie,topo,heat_of_adsorption_CO2_300_kJ_mol,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,log_CO2_N2_selectivity
dia_N50_edge80523,[N][C][N][C][Branch][N][N][N][Branch][C][Branch][FrH0][pop][Ring1][#Branch][pop][N][pop][FrH0],[Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S],dia,-9.409368258,"[60, 56, 60, 56, 55, 60, 60, 60, 55, 56, 55, 59, 66, 63, 1, 66, 60, 66, 59]",19,[Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][dia],"[30, 20, 7, 20, 7, 19, 47, 41, 41, 14, 18, 8, 41, 20, 20, 7, 20, 18, 20, 30, 7, 20, 10, 1, 18, 8, 41, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 41, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 20, 7, 47, 46, 48, 4, 67]",57,[N][C][N][C][Branch][N][N][N][Branch][C][Branch][FrH0][pop][Ring1][#Branch][pop][N][pop][FrH0][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][dia],"[92, 70, 92, 70, 69, 92, 92, 92, 69, 70, 69, 82, 135, 99, 3, 135, 92, 135, 82, 7, 83, 70, 55, 70, 55, 68, 100, 94, 94, 62, 67, 56, 94, 70, 70, 55, 70, 67, 70, 83, 55, 70, 58, 1, 67, 56, 94, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 94, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 70, 55, 100, 99, 101, 5, 120]",78,0.897771684
utk_N682_edge168419,[FrH0][C][C][=C][Branch][C][C][Branch][C][=Branch][=C][C][FrH0][pop][O][Ring1][=N][pop][=Ring1][->][Ring2][pop][:0methyl],[O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],utk,-7.986845204,"[59, 56, 56, 49, 55, 56, 56, 55, 56, 48, 49, 56, 59, 66, 61, 63, 50, 66, 52, 3, 64, 66, 14]",23,[O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][utk],"[41, 53, 18, 20, 41, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 6, 41, 20, 18, 20, 30, 41, 46, 2, 41, 20, 18, 20, 30, 41, 46, 7, 4, 92]",35,[FrH0][C][C][=C][Branch][C][C][Branch][C][=Branch][=C][C][FrH0][pop][O][Ring1][=N][pop][=Ring1][->][Ring2][pop][:0methyl][.][O][U][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][utk],"[82, 70, 70, 55, 69, 70, 70, 69, 70, 54, 55, 70, 82, 135, 94, 99, 56, 135, 58, 6, 100, 135, 18, 7, 94, 106, 67, 70, 94, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 53, 94, 70, 67, 70, 83, 94, 99, 2, 94, 70, 67, 70, 83, 94, 99, 55, 5, 146]",60,0.755343388
dia_N310_edge84175,[:0amide][Ring1][C][=C][C][Branch][:0methyl_amine][Ring1][C][Branch][FrH0][pop][Ring1][=Branch][pop][pop][Branch][:1amide][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],dia,-11.88920075,"[7, 63, 56, 49, 56, 55, 15, 63, 56, 55, 59, 66, 63, 48, 66, 66, 55, 23, 66, 59, 66]",21,[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[41, 7, 18, 20, 30, 41, 29, 18, 1, 41, 20, 18, 20, 30, 9, 18, 6, 41, 20, 18, 20, 30, 41, 46, 6, 41, 20, 18, 20, 30, 41, 46, 8, 4, 67]",35,[:0amide][Ring1][C][=C][C][Branch][:0methyl_amine][Ring1][C][Branch][FrH0][pop][Ring1][=Branch][pop][pop][Branch][:1amide][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[11, 99, 70, 55, 70, 69, 19, 99, 70, 69, 82, 135, 99, 54, 135, 135, 69, 27, 135, 82, 135, 7, 94, 55, 67, 70, 83, 94, 81, 67, 1, 94, 70, 67, 70, 83, 57, 67, 53, 94, 70, 67, 70, 83, 94, 99, 53, 94, 70, 67, 70, 83, 94, 99, 56, 5, 120]",58,1.220802858
nbo_N193_edge93936,[FrH0][O][C][Branch][O][C][Branch][C][C][C][Branch][C][Branch][O][FrH0][pop][:0methyl][pop][:0methyl][pop][:0methyl][pop][N][:0methyl],[O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1],nbo,-16.91564151,"[59, 61, 56, 55, 61, 56, 55, 56, 56, 56, 55, 56, 55, 61, 59, 66, 14, 66, 14, 66, 14, 66, 60, 14]",24,[O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],"[41, 7, 18, 20, 30, 41, 25, 18, 1, 41, 20, 18, 20, 30, 9, 18, 39, 39, 20, 7, 20, 7, 18, 20, 30, 20, 46, 1, 39, 20, 7, 18, 20, 30, 20, 7, 20, 46, 1, 4, 79]",41,[FrH0][O][C][Branch][O][C][Branch][C][C][C][Branch][C][Branch][O][FrH0][pop][:0methyl][pop][:0methyl][pop][:0methyl][pop][N][:0methyl][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][nbo],"[82, 94, 70, 69, 94, 70, 69, 70, 70, 70, 69, 70, 69, 94, 82, 135, 18, 135, 18, 135, 18, 135, 92, 18, 7, 94, 55, 67, 70, 83, 94, 76, 67, 1, 94, 70, 67, 70, 83, 57, 67, 92, 92, 70, 55, 70, 55, 67, 70, 83, 70, 99, 1, 92, 70, 55, 67, 70, 83, 70, 55, 70, 99, 1, 5, 132]",67,1.609437912
dia-f_N437_edge96383,[FrH0][S][=C][Branch][C][Branch][FrH0][pop][C][=Branch][=S][pop][C][Branch][:0methyl][pop][Ring1][#Branch][pop][:0methyl],[O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1],dia-f,-8.245398203,"[59, 65, 49, 55, 56, 55, 59, 66, 56, 48, 53, 66, 56, 55, 14, 66, 63, 1, 66, 14]",20,[O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][dia-f],"[41, 7, 18, 20, 30, 41, 13, 18, 3, 39, 20, 7, 18, 20, 30, 20, 20, 18, 20, 30, 7, 46, 19, 39, 20, 39, 18, 20, 30, 39, 7, 46, 5, 4, 66]",35,[FrH0][S][=C][Branch][C][Branch][FrH0][pop][C][=Branch][=S][pop][C][Branch][:0methyl][pop][Ring1][#Branch][pop][:0methyl][.][O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][dia-f],"[82, 101, 55, 69, 70, 69, 82, 135, 70, 54, 60, 135, 70, 69, 18, 135, 99, 3, 135, 18, 7, 94, 55, 67, 70, 83, 94, 61, 67, 4, 92, 70, 55, 67, 70, 83, 70, 70, 67, 70, 83, 55, 99, 68, 92, 70, 92, 67, 70, 83, 92, 55, 99, 52, 5, 119]",57,0.772412585
unc_N109_edge127823,[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=C][Branch][C][=C][C][=Branch][=C][C][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][O],[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],unc,-9.348194691,"[61, 56, 49, 56, 48, 49, 56, 55, 56, 63, 48, 66, 49, 56, 49, 55, 56, 49, 56, 48, 49, 56, 59, 66, 63, 48, 66, 59, 66, 61]",30,[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],"[41, 7, 18, 20, 30, 41, 34, 18, 6, 41, 20, 18, 20, 30, 41, 46, 18, 18, 6, 41, 20, 18, 20, 30, 41, 46, 6, 41, 20, 18, 20, 30, 41, 46, 8, 4, 91]",37,[O][C][=C][C][=Branch][=C][C][Branch][C][Ring1][=Branch][pop][=C][C][=C][Branch][C][=C][C][=Branch][=C][C][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][O][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][unc],"[94, 70, 55, 70, 54, 55, 70, 69, 70, 99, 54, 135, 55, 70, 55, 69, 70, 55, 70, 54, 55, 70, 82, 135, 99, 54, 135, 82, 135, 94, 7, 94, 55, 67, 70, 83, 94, 87, 67, 53, 94, 70, 67, 70, 83, 94, 99, 67, 67, 53, 94, 70, 67, 70, 83, 94, 99, 53, 94, 70, 67, 70, 83, 94, 99, 56, 5, 145]",69,0.932107021
dia_N310_edge135798,[FrH0][C][=C][=C][C][=C][Branch][C][Branch][FrH0][pop][C][Branch][S][C][pop][=C][Ring1][N][pop][S][C],[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],dia,-6.399683822,"[59, 56, 49, 49, 56, 49, 55, 56, 55, 59, 66, 56, 55, 65, 56, 66, 49, 63, 60, 66, 65, 56]",22,[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[41, 7, 18, 20, 30, 41, 29, 18, 1, 41, 20, 18, 20, 30, 9, 18, 6, 41, 20, 18, 20, 30, 41, 46, 6, 41, 20, 18, 20, 30, 41, 46, 8, 4, 67]",35,[FrH0][C][=C][=C][C][=C][Branch][C][Branch][FrH0][pop][C][Branch][S][C][pop][=C][Ring1][N][pop][S][C][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[82, 70, 55, 55, 70, 55, 69, 70, 69, 82, 135, 70, 69, 101, 70, 135, 55, 99, 92, 135, 101, 70, 7, 94, 55, 67, 70, 83, 94, 81, 67, 1, 94, 70, 67, 70, 83, 57, 67, 53, 94, 70, 67, 70, 83, 94, 99, 53, 94, 70, 67, 70, 83, 94, 99, 56, 5, 120]",59,0.626252946
cds_N680_edge104249,[:0alkene][C][C][=C][C][=Branch][=C][N][Branch][FrH0][pop][Ring1][Branch][pop][:1methyl_amine][Ring1][C][FrH0][pop][pop],[Fr][N][C][N][Branch1][Branch1][N][=C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1],cds,-6.203965409,"[6, 56, 56, 49, 56, 48, 49, 60, 55, 59, 66, 63, 55, 66, 28, 63, 56, 59, 66, 66]",20,[Fr][N][C][N][Branch1][Branch1][N][=C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][&&][cds],"[30, 39, 20, 39, 18, 18, 39, 7, 46, 18, 21, 18, 41, 39, 20, 39, 18, 20, 30, 20, 8, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 8, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 8, 46, 5, 18, 41, 39, 20, 39, 18, 20, 30, 20, 8, 46, 5, 39, 20, 39, 18, 20, 30, 20, 8, 46, 5, 4, 63]",71,[:0alkene][C][C][=C][C][=Branch][=C][N][Branch][FrH0][pop][Ring1][Branch][pop][:1methyl_amine][Ring1][C][FrH0][pop][pop][.][Fr][N][C][N][Branch1][Branch1][N][=C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][&&][cds],"[10, 70, 70, 55, 70, 54, 55, 92, 69, 82, 135, 99, 69, 135, 32, 99, 70, 82, 135, 135, 7, 83, 92, 70, 92, 67, 67, 92, 55, 99, 67, 71, 67, 94, 92, 70, 92, 67, 70, 83, 70, 56, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 56, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 56, 99, 52, 67, 94, 92, 70, 92, 67, 70, 83, 70, 56, 99, 52, 92, 70, 92, 67, 70, 83, 70, 56, 99, 52, 5, 116]",93,0.601266229
pcu_N148_edge163630,[FrH0][C][=N][C][Branch][C][Branch][C][Branch][S][C][pop][Branch][S][C][pop][C][C][FrH0][pop][=C][C][Ring1][P][pop][S][C],[Fr][C][O][Cu][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][N][C][Branch1][=Branch2][C][Branch1][C][Fr][=C][Ring1][=Branch1][C][C],pcu,-13.34567203,"[59, 56, 50, 56, 55, 56, 55, 56, 55, 65, 56, 66, 55, 65, 56, 66, 56, 56, 59, 66, 49, 56, 63, 62, 66, 65, 56]",27,[Fr][C][O][Cu][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][N][C][Branch1][=Branch2][C][Branch1][C][Fr][=C][Ring1][=Branch1][C][C][&&][pcu],"[30, 20, 41, 25, 18, 3, 39, 39, 20, 18, 20, 20, 20, 18, 20, 30, 7, 46, 1, 20, 25, 18, 6, 41, 20, 18, 20, 30, 41, 46, 7, 18, 47, 41, 46, 42, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 46, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 1, 39, 39, 20, 18, 6, 20, 18, 20, 30, 7, 46, 5, 20, 20, 4, 81]",74,[FrH0][C][=N][C][Branch][C][Branch][C][Branch][S][C][pop][Branch][S][C][pop][C][C][FrH0][pop][=C][C][Ring1][P][pop][S][C][.][Fr][C][O][Cu][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][Ring2][O][Ring1][P][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][N][C][Branch1][=Branch2][C][Branch1][C][Fr][=C][Ring1][=Branch1][C][C][&&][pcu],"[82, 70, 56, 70, 69, 70, 69, 70, 69, 101, 70, 135, 69, 101, 70, 135, 70, 70, 82, 135, 55, 70, 99, 95, 135, 101, 70, 7, 83, 70, 94, 76, 67, 4, 92, 92, 70, 67, 70, 70, 70, 67, 70, 83, 55, 99, 1, 70, 76, 67, 53, 94, 70, 67, 70, 83, 94, 99, 55, 67, 100, 94, 99, 95, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 99, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 1, 92, 92, 70, 67, 53, 70, 67, 70, 83, 55, 99, 52, 70, 70, 5, 134]",103,1.2637913
utp_N547_edge208014,[F][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][N][=C][Branch][C][=Branch][=C][Branch][F][pop][Ring1][=Branch][pop][F][pop][FrH0],[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1],utp,-4.872739788,"[58, 56, 49, 55, 56, 49, 55, 59, 66, 63, 64, 66, 56, 50, 60, 49, 55, 56, 48, 49, 55, 58, 66, 63, 48, 66, 58, 66, 59]",29,[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][utp],"[48, 7, 8, 23, 18, 39, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 18, 39, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 18, 47, 39, 7, 12, 18, 39, 39, 20, 7, 18, 20, 30, 20, 20, 7, 46, 1, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 4, 93]",61,[F][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][N][=C][Branch][C][=Branch][=C][Branch][F][pop][Ring1][=Branch][pop][F][pop][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][utp],"[80, 70, 55, 69, 70, 55, 69, 82, 135, 99, 100, 135, 70, 56, 92, 55, 69, 70, 54, 55, 69, 80, 135, 99, 54, 135, 80, 135, 82, 7, 101, 55, 56, 74, 67, 92, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 67, 92, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 67, 100, 92, 55, 60, 67, 92, 92, 70, 55, 67, 70, 83, 70, 70, 55, 99, 1, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 5, 147]",92,0.428644954
pcu_N47_edge122901,[:0isocyanate][C][C][Branch][C][=C][Branch][N][=C][Ring1][Ring2][pop][FrH0][pop][N][N][Branch][:0isocyanate][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O],pcu,-8.802705001,"[13, 56, 56, 55, 56, 49, 55, 60, 49, 63, 64, 66, 59, 66, 60, 60, 55, 13, 66, 59, 66]",21,[O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][pcu],"[41, 7, 18, 20, 30, 41, 40, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 41, 20, 18, 20, 30, 9, 4, 81]",67,[:0isocyanate][C][C][Branch][C][=C][Branch][N][=C][Ring1][Ring2][pop][FrH0][pop][N][N][Branch][:0isocyanate][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][pcu],"[17, 70, 70, 69, 70, 55, 69, 92, 55, 99, 100, 135, 82, 135, 92, 92, 69, 17, 135, 82, 135, 7, 94, 55, 67, 70, 83, 94, 93, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 94, 70, 67, 70, 83, 57, 5, 134]",90,0.85193824
eta_N415_edge86833,[:0O_nitrile][C][C][Branch][C][=C][Branch][C][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][:0O_nitrile][pop],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],eta,-5.019497477,"[5, 56, 56, 55, 56, 49, 55, 56, 56, 60, 55, 59, 66, 63, 55, 66, 59, 66, 5, 66]",20,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],"[30, 20, 7, 20, 39, 18, 18, 20, 7, 46, 5, 13, 18, 39, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 39, 20, 7, 20, 18, 20, 30, 20, 7, 46, 1, 4, 70]",38,[:0O_nitrile][C][C][Branch][C][=C][Branch][C][C][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][:0O_nitrile][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][eta],"[9, 70, 70, 69, 70, 55, 69, 70, 70, 92, 69, 82, 135, 99, 69, 135, 82, 135, 9, 135, 7, 83, 70, 55, 70, 92, 67, 67, 70, 55, 99, 52, 61, 67, 92, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 92, 70, 55, 70, 67, 70, 83, 70, 55, 99, 1, 5, 123]",60,0.429275757
