MOFname,edge_group_selfie,node_selfie,topo,cp,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
gis_N34_edge126467,[:0benzenediol][C][C][C][Branch][C][Branch][FrH0][pop][O][pop][O][pop][Branch][FrH0][pop],[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C],gis,1.028455636,"[11, 61, 61, 61, 60, 61, 60, 64, 72, 66, 72, 66, 72, 60, 64, 72]",16,[O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][gis],"[48, 7, 20, 22, 34, 48, 26, 20, 1, 48, 22, 20, 22, 34, 9, 20, 3, 45, 45, 22, 20, 22, 22, 22, 20, 22, 34, 7, 54, 1, 22, 45, 45, 22, 20, 22, 22, 22, 20, 22, 34, 7, 54, 1, 22, 4, 80]",47,[:0benzenediol][C][C][C][Branch][C][Branch][FrH0][pop][O][pop][O][pop][Branch][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][N][N][C][Branch1][C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][&&][gis],"[15, 75, 75, 75, 74, 75, 74, 89, 148, 104, 148, 104, 148, 74, 89, 148, 8, 104, 58, 72, 75, 90, 104, 80, 72, 1, 104, 75, 72, 75, 90, 60, 72, 4, 101, 101, 75, 72, 75, 75, 75, 72, 75, 90, 58, 110, 1, 75, 101, 101, 75, 72, 75, 75, 75, 72, 75, 90, 58, 110, 1, 75, 6, 137]",65
sxb_N483_edge169420,[:0amide][Ring1][C][=C][Branch][N][=C][Branch][C][=C][FrH0][pop][Ring1][Ring2][pop][C][=C][FrH0][pop],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][O][Sc][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],sxb,0.973744531,"[8, 68, 61, 52, 60, 65, 52, 60, 61, 52, 64, 72, 68, 69, 72, 61, 52, 64, 72]",19,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][O][Sc][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 48, 57, 20, 8, 48, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 8, 48, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 8, 48, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 8, 48, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 48, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 98]",83,[:0amide][Ring1][C][=C][Branch][N][=C][Branch][C][=C][FrH0][pop][Ring1][Ring2][pop][C][=C][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][O][Sc][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],"[12, 110, 75, 58, 74, 101, 58, 74, 75, 58, 89, 148, 110, 111, 148, 75, 58, 89, 148, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 104, 114, 72, 59, 104, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 59, 104, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 59, 104, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 59, 104, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 104, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 156]",104
crs_N598_edge176487,[FrH0][:0benzene][Ring1][:0propyl][pop][Ring1][:0propyl][pop][Ring1][FrH0][pop][Ring2][C][=C][C][=C][Ring1][N][pop],[Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],crs,0.989396156,"[64, 9, 68, 19, 72, 68, 19, 72, 68, 64, 72, 69, 61, 52, 61, 52, 68, 65, 72]",19,[Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crs],"[34, 22, 8, 23, 20, 55, 45, 7, 34, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 55, 45, 7, 34, 20, 55, 45, 7, 34, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 74]",45,[FrH0][:0benzene][Ring1][:0propyl][pop][Ring1][:0propyl][pop][Ring1][FrH0][pop][Ring2][C][=C][C][=C][Ring1][N][pop][.][Fr][C][=N][Cd][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][crs],"[89, 13, 110, 23, 148, 110, 23, 148, 110, 89, 148, 111, 75, 58, 75, 58, 110, 101, 148, 8, 90, 75, 59, 76, 72, 111, 101, 58, 90, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 111, 101, 58, 90, 72, 111, 101, 58, 90, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 131]",66
utp_N717_edge13659,[:0methyl_amine][Ring1][C][N][=S][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop],[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],utp,0.94790132,"[16, 68, 61, 65, 58, 60, 65, 60, 61, 60, 61, 60, 64, 72, 68, 51, 72, 29, 72, 64, 72, 29, 72]",23,[O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][utp],"[48, 7, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 102]",23,[:0methyl_amine][Ring1][C][N][=S][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][utp],"[20, 110, 75, 101, 64, 74, 101, 74, 75, 74, 75, 74, 89, 148, 110, 57, 148, 33, 148, 89, 148, 33, 148, 8, 104, 58, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 160]",48
eta_N246_edge200152,[FrH0][C][Branch][C][=C][Branch][C][=C][Branch][C][Branch][FrH0][pop][=C][Branch][:0methyl][pop][C][Branch][:0methyl][pop][C][pop][Ring1][Ring2][pop][:0methyl][pop][=Ring1][->][#C],[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O],eta,0.911919957,"[64, 61, 60, 61, 52, 60, 61, 52, 60, 61, 60, 64, 72, 52, 60, 15, 72, 61, 60, 15, 72, 61, 72, 68, 69, 72, 15, 72, 56, 4, 2]",31,[Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][eta],"[34, 22, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 55, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 48, 4, 79]",26,[FrH0][C][Branch][C][=C][Branch][C][=C][Branch][C][Branch][FrH0][pop][=C][Branch][:0methyl][pop][C][Branch][:0methyl][pop][C][pop][Ring1][Ring2][pop][:0methyl][pop][=Ring1][->][#C][.][Fr][C][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][Ring2][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][&&][eta],"[89, 75, 74, 75, 58, 74, 75, 58, 74, 75, 74, 89, 148, 58, 74, 19, 148, 75, 74, 19, 148, 75, 148, 110, 111, 148, 19, 148, 62, 7, 4, 8, 90, 75, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 111, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 104, 6, 136]",59
unc_N219_edge48385,[:0alkene][C][C][=C][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][:0alkene][pop][:0alkene][pop][FrH0][pop],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],unc,0.875733834,"[7, 61, 61, 52, 60, 61, 60, 65, 60, 65, 60, 64, 72, 68, 60, 72, 7, 72, 7, 72, 64, 72]",22,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][unc],"[34, 22, 7, 22, 45, 20, 20, 22, 7, 54, 5, 14, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 100]",51,[:0alkene][C][C][=C][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][Branch][pop][:0alkene][pop][:0alkene][pop][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][unc],"[11, 75, 75, 58, 74, 75, 74, 101, 74, 101, 74, 89, 148, 110, 74, 148, 11, 148, 11, 148, 89, 148, 8, 90, 75, 58, 75, 101, 72, 72, 75, 58, 110, 55, 65, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 158]",75
cds_N613_edge87694,[FrH0][O][C][C][=Branch][=C][Branch][C][Branch][O][N][Branch][O][FrH0][pop][:1alkyne][pop][Branch][:1alkyne][pop][:1alkyne][pop][:1alkyne][pop][:1alkyne],[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],cds,1.02039059,"[64, 66, 61, 61, 51, 52, 60, 61, 60, 66, 65, 60, 66, 64, 72, 23, 72, 60, 23, 72, 23, 72, 23, 72, 23]",25,[Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],"[34, 22, 22, 7, 45, 20, 20, 22, 22, 11, 5, 47, 20, 55, 45, 7, 34, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 55, 45, 7, 34, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 72]",61,[FrH0][O][C][C][=Branch][=C][Branch][C][Branch][O][N][Branch][O][FrH0][pop][:1alkyne][pop][Branch][:1alkyne][pop][:1alkyne][pop][:1alkyne][pop][:1alkyne][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Ni][Branch1][Ring2][N][=C][Fr][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][Ring2][N][=C][Fr][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],"[89, 104, 75, 75, 57, 58, 74, 75, 74, 104, 101, 74, 104, 89, 148, 27, 148, 74, 27, 148, 27, 148, 27, 148, 27, 8, 90, 75, 75, 58, 101, 72, 72, 75, 75, 62, 55, 103, 72, 111, 101, 58, 90, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 111, 101, 58, 90, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 129]",88
bnn_N254_edge122341,[FrH0][C][S][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][=C][Ring1][N][pop][:=0methyl_amine],[Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1],bnn,0.80093336,"[64, 61, 71, 61, 60, 61, 60, 64, 72, 60, 61, 72, 61, 60, 61, 72, 52, 68, 65, 72, 49]",21,[Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],"[34, 22, 48, 23, 21, 55, 20, 48, 22, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 54, 20, 4, 70]",49,[FrH0][C][S][C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][=C][Ring1][N][pop][:=0methyl_amine][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][bnn],"[89, 75, 113, 75, 74, 75, 74, 89, 148, 74, 75, 148, 75, 74, 75, 148, 58, 110, 101, 148, 53, 8, 90, 75, 104, 76, 73, 111, 72, 104, 75, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 110, 72, 6, 127]",72
unc_N708_edge113838,[N][S][C][Branch][C][Branch][C][Branch][C][C][FrH0][pop][:1methyl_amine][pop][C][FrH0][pop][C],[Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1],unc,1.054144727,"[65, 71, 61, 60, 61, 60, 61, 60, 61, 61, 64, 72, 29, 72, 61, 64, 72, 61]",18,[Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][unc],"[34, 22, 7, 45, 20, 20, 22, 45, 54, 20, 26, 20, 48, 45, 22, 7, 20, 22, 34, 45, 22, 54, 5, 20, 48, 45, 22, 7, 20, 22, 34, 45, 22, 54, 5, 45, 22, 7, 20, 22, 34, 45, 22, 54, 5, 4, 100]",47,[N][S][C][Branch][C][Branch][C][Branch][C][C][FrH0][pop][:1methyl_amine][pop][C][FrH0][pop][C][.][Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][unc],"[101, 113, 75, 74, 75, 74, 75, 74, 75, 75, 89, 148, 33, 148, 75, 89, 148, 75, 8, 90, 75, 58, 101, 72, 72, 75, 101, 110, 72, 80, 72, 104, 101, 75, 58, 72, 75, 90, 101, 75, 110, 55, 72, 104, 101, 75, 58, 72, 75, 90, 101, 75, 110, 55, 101, 75, 58, 72, 75, 90, 101, 75, 110, 55, 6, 158]",67
lon_N492_edge84869,[S][C][Branch][C][=Branch][=C][=C][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop][S],[O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O],lon,0.779199165,"[71, 61, 60, 61, 51, 52, 52, 60, 61, 60, 71, 72, 60, 71, 72, 68, 60, 72, 64, 72, 64, 72, 71]",23,[O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lon],"[48, 7, 20, 22, 34, 48, 17, 20, 1, 48, 22, 20, 22, 34, 9, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 9, 4, 84]",31,[S][C][Branch][C][=Branch][=C][=C][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][Branch][pop][FrH0][pop][FrH0][pop][S][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lon],"[113, 75, 74, 75, 57, 58, 58, 74, 75, 74, 113, 148, 74, 113, 148, 110, 74, 148, 89, 148, 89, 148, 113, 8, 104, 58, 72, 75, 90, 104, 68, 72, 1, 104, 75, 72, 75, 90, 60, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 60, 6, 141]",56
lvt_N282_edge66300,[FrH0][C][Branch][N][N][C][Branch][S][C][Branch][C][pop][Branch][C][pop][Ring1][=Branch][pop][FrH0][pop][C],[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1],lvt,0.977296287,"[64, 61, 60, 65, 65, 61, 60, 71, 61, 60, 61, 72, 60, 61, 72, 68, 51, 72, 64, 72, 61]",21,[Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],"[34, 45, 22, 45, 20, 20, 22, 7, 54, 20, 28, 20, 48, 45, 22, 7, 45, 20, 22, 34, 22, 54, 5, 20, 48, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 45, 22, 45, 20, 22, 34, 22, 7, 54, 5, 4, 86]",47,[FrH0][C][Branch][N][N][C][Branch][S][C][Branch][C][pop][Branch][C][pop][Ring1][=Branch][pop][FrH0][pop][C][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Cu][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],"[89, 75, 74, 101, 101, 75, 74, 113, 75, 74, 75, 148, 74, 75, 148, 110, 57, 148, 89, 148, 75, 8, 90, 101, 75, 101, 72, 72, 75, 58, 110, 72, 82, 72, 104, 101, 75, 58, 101, 72, 75, 90, 75, 110, 55, 72, 104, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 101, 75, 101, 72, 75, 90, 75, 58, 110, 55, 6, 143]",70
ana_N115_edge65682,[O][O][C][N][Branch][N][N][N][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][FrH0],[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C],ana,0.84903924,"[66, 66, 61, 65, 60, 65, 65, 65, 60, 61, 60, 66, 66, 72, 60, 64, 72, 68, 51, 72, 66, 66, 72, 64]",24,[Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][ana],"[34, 22, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 55, 48, 54, 45, 48, 22, 20, 22, 34, 48, 54, 7, 4, 67]",39,[O][O][C][N][Branch][N][N][N][Branch][C][Branch][O][O][pop][Branch][FrH0][pop][Ring1][=Branch][pop][O][O][pop][FrH0][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][ana],"[104, 104, 75, 101, 74, 101, 101, 101, 74, 75, 74, 104, 104, 148, 74, 89, 148, 110, 57, 148, 104, 104, 148, 89, 8, 90, 75, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 111, 104, 110, 101, 104, 75, 72, 75, 90, 104, 110, 58, 6, 124]",65
qtz_N627_edge168717,[FrH0][C][Branch][C][O][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][C],[Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S],qtz,0.79625903,"[64, 61, 60, 61, 66, 61, 52, 61, 60, 61, 68, 69, 72, 52, 61, 64, 72, 61]",18,[Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][qtz],"[34, 22, 48, 30, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 6, 48, 22, 20, 22, 34, 48, 54, 8, 48, 54, 56, 4, 91]",39,[FrH0][C][Branch][C][O][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][C][.][Fr][C][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][qtz],"[89, 75, 74, 75, 104, 75, 58, 75, 74, 75, 110, 111, 148, 58, 75, 89, 148, 75, 8, 90, 75, 104, 84, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 56, 104, 75, 72, 75, 90, 104, 110, 59, 104, 110, 113, 6, 149]",59
